SN 2006hx 1080.59              21.409 211 19.859 059 19.207 073
SN 2006is 1013.86   17.192 008 16.284 004 16.339 005 17.130 008 16.425 005 16.295 005
SN 2006is 1017.89                                               16.676 010
SN 2006is 1018.88   17.656 021 16.583 007                       16.749 008
SN 2006is 1025.85   18.453 024 17.096 006 16.983 004 17.890 008 17.358 008 16.953 007
SN 2006is 1028.85   18.742 024 17.322 007 17.009 007 17.840 010 17.619 008 17.069 008
SN 2006is 1036.84   19.390 044 17.885 007 17.082 006 17.651 008 18.250 010 17.414 008
SN 2006is 1039.83   19.584 035 18.103 008 17.159 006 17.588 008 18.428 014 17.555 008
SN 2006is 1042.76   19.662 072 18.283 010 17.304 008 17.618 012 18.599 017 17.747 010
SN 2006is 1048.84   19.792 104 18.576 012 17.686 008 17.960 014 18.909 025 18.148 012
SN 2006is 1052.80   20.072 069 18.742 008 17.885 008 18.241 010 19.025 014 18.312 010
SN 2006is 1056.76   20.291 076 18.845 010 18.021 008 18.416 014 19.118 014 18.440 012
SN 2006is 1060.80   20.258 059 18.917 012 18.176 012 18.610 016 19.177 021 18.552 016
SN 2006is 1065.78   20.432 058 18.998 012 18.327 012 18.826 016 19.284 017 18.696 014
SN 2006is 1071.68   20.596 147 19.072 020 18.504 016 19.037 025 19.367 026 18.793 021
SN 2006is 1080.83   20.993 297 19.234 029 18.740 021 19.378 058 19.632 035 19.034 025
SN 2006is 1084.73   20.780 101 19.325 012 18.894 012 19.466 026 19.575 018 19.098 017
SN 2006is 1087.69   20.831 101 19.337 012 18.983 010 19.594 029 19.659 017 19.220 017
SN 2006is 1092.71   20.989 118 19.437 014 19.132 014 19.756 028 19.735 029 19.301 021
SN 2006is 1096.70              19.513 014 19.247 014 19.942 041 19.876 025 19.399 018
SN 2006is 1099.70   21.081 130 19.514 020 19.322 018 19.917 043 19.843 029 19.437 036
SN 2006is 1102.66              19.570 051 19.402 049 20.118 129 19.908 084 19.407 064
SN 2006is 1106.68              19.657 021 19.563 024 20.136 057 19.981 037 19.536 035
SN 2006is 1108.74              19.680 017 19.575 018 20.165 040 20.038 033 19.626 025
SN 2006is 1118.70              19.867 012 19.853 020 20.484 055 20.221 030 19.784 025
SN 2006is 1121.68              19.895 012 19.925 017 20.539 058 20.290 021 19.813 020
SN 2006is 1123.69              19.946 022 20.007 018            20.315 021 19.845 018
SN 2006is 1125.64              19.952 012 20.047 017 20.636 057 20.332 036 19.895 029
SN 2006kf 1036.80   17.621 017 16.943 007 16.769 007 16.880 007 17.070 007 16.931 007
SN 2006kf 1038.77   17.486 014 16.751 006 16.596 007 16.788 008 16.901 007 16.734 007
SN 2006kf 1039.75   17.485 014 16.708 007 16.555 006 16.811 008 16.839 007 16.685 007
SN 2006kf 1042.72   17.595 020 16.679 007 16.499 007 16.920 008 16.825 008 16.624 008
SN 2006kf 1048.76   18.359 035 17.011 007 16.751 006 17.323 008 17.262 008 16.796 007
SN 2006kf 1052.77   19.041 043 17.403 007 17.020 008 17.564 008 17.819 008 17.080 007
SN 2006kf 1056.70   19.758 083 17.903 008 17.154 006 17.444 008 18.412 010 17.413 008
SN 2006kf 1060.67   20.257 079 18.417 008 17.294 008 17.394 010 18.914 014 17.721 008
SN 2006kf 1065.70   20.805 117 18.921 012 17.689 010 17.574 012 19.416 022 18.175 012
SN 2006kf 1068.70   20.870 126 19.157 016 17.966 010 17.861 012 19.602 079 18.401 017
SN 2006kf 1068.70                                               19.603 025
SN 2006kf 1069.70   20.878 158 19.234 025 18.046 012 17.964 012 19.619 035 18.491 017
SN 2006kf 1075.69              19.444 044 18.360 014 18.338 020 19.770 091 18.775 033
SN 2006kf 1080.70   21.315 248 19.548 029 18.582 016 18.624 021 20.115 053 18.919 022
SN 2006kf 1084.64   21.483 288 19.711 018 18.741 014 18.774 018 20.155 038 19.019 017
SN 2006kf 1087.66              19.782 017 18.841 012 18.938 020 20.233 037 19.133 017
SN 2006kf 1091.67              19.869 025 18.992 017 19.117 024 20.194 040 19.248 021
SN 2006kf 1096.62              20.006 048 19.146 025 19.365 035 20.311 071 19.378 032
SN 2006kf 1102.63              20.154 105 19.403 071 19.480 085 20.223 149 19.553 098
SN 2006kf 1119.60              20.365 021 19.945 025 20.242 050 20.868 049 19.982 028
SN 2006kf 1123.66              20.461 021 20.090 040
SN 2006kf 1127.63                         20.378 067 20.439 110 21.136 175 20.254 059
SN 2006lu 1040.82   18.793 025 17.919 007 17.893 008 18.473 017 18.059 010 17.911 010
SN 2006lu 1042.82   19.011 035 18.031 008 17.968 012 18.583 020 18.184 010 17.987 010
SN 2006lu 1044.87                         18.045 021 18.690 045
SN 2006lu 1046.77   19.388 151 18.312 020 18.176 020 18.761 035 18.358 028 18.174 021
SN 2006lu 1048.88                                                          18.206 034
SN 2006lu 1052.83   20.484 091 18.847 012                       19.155 020
SN 2006lu 1056.82   20.712 152 19.245 014 18.571 010 19.053 018 19.608 024 18.835 014
SN 2006lu 1060.85              19.596 041 18.694 026 18.832 146 20.086 047 19.096 018
SN 2006lu 1065.83   21.705 303 20.049 043 18.866 025 19.031 066 20.479 029 19.399 022
SN 2006lu 1068.83   21.925 171 20.168 029 19.026 025 18.974 050 20.666 030 19.554 026
SN 2006lu 1071.81   22.369 248 20.350 022 19.211 014 19.200 024 20.750 033 19.717 025
SN 2006lu 1073.83              20.457 042 19.357 024 19.254 043 20.697 065 19.747 040
SN 2006lu 1076.83              20.432 053 19.459 029 19.525 040 20.745 117 19.851 056
SN 2006lu 1084.76              20.712 033 19.735 025 19.917 042 21.097 055 20.139 034
SN 2006lu 1085.81              20.742 025                       21.193 074
SN 2006lu 1087.78              20.786 021 19.843 021 20.129 035 21.225 038 20.263 026
SN 2006lu 1091.84              20.835 032 19.951 028 20.197 059            20.386 035
SN 2006lu 1099.85              20.982 097 20.110 060 20.466 235 21.320 056 20.517 029
SN 2006lu 1100.80              21.068 035 20.198 024 20.566 058 21.355 050 20.536 040
SN 2006lu 1104.80              20.950 090 20.287 055 20.818 088 21.321 205 20.483 081
SN 2006lu 1106.78              20.988 070 20.420 041 20.768 075 21.229 134 20.605 075
SN 2006lu 1110.80              21.136 049 20.629 488            21.538 113 20.623 081
SN 2006lu 1112.85              21.056 107                       21.570 087 20.741 036
SN 2006lu 1121.77              21.348 036 20.749 028 21.245 068 21.660 072 20.918 035
SN 2006lu 1125.80              21.296 035 20.886 035 21.202 094 21.739 059 20.956 042
SN 2006lu 1130.71              21.484 081 20.982 050 21.150 126
SN 2006lu 1131.74                         21.033 056                       21.029 065
SN 2006ob 1060.63   18.751 020 18.310 010 18.382 012 18.617 017 18.408 012 18.365 014
SN 2006ob 1065.57   19.092 029 18.244 010 18.224 010 18.632 021 18.377 012 18.247 012
SN 2006ob 1073.60   20.390 181 18.921 029 18.592 024 19.174 037 19.101 051 18.671 025
SN 2006ob 1075.61   20.431 172 19.111 032 18.753 021 19.328 033 19.425 045 18.781 026
SN 2006ob 1079.63   21.727 255 19.689 021 18.887 014 19.155 030 20.036 037 19.159 025
SN 2006ob 1084.55              20.272 035 19.149 025 19.133 040 20.586 084 19.626 042
SN 2006ob 1087.55              20.600 034 19.419 024 19.276 028 21.012 050 19.943 037
SN 2006ob 1092.57              20.917 047 19.828 030 19.709 041 21.225 063 20.382 044
SN 2006ob 1100.54              20.955 175 20.085 101 20.163 136 21.462 272 20.758 243
SN 2006ob 1104.55              21.503 174 20.357 060 20.362 081 21.464 241 20.834 114
SN 2006ob 1108.56              21.352 055 20.406 029 20.609 061 21.804 110 20.882 051
SN 2006ob 1112.56              21.409 068 20.515 040 20.666 089 21.901 103 20.859 057
SN 2006ob 1121.56              21.573 090 20.661 063 20.846 117 22.213 230 21.041 123
SN 2006os 1066.74              17.942 008 17.487 007 17.877 012 18.202 012 17.766 008
SN 2006os 1069.61   19.579 070 18.045 010 17.525 010 17.909 014 18.299 017 17.802 012
SN 2006os 1073.63   19.693 145 18.312 026 17.702 016 18.151 026 18.654 052 17.957 021
SN 2006os 1075.63   19.823 185 18.460 021 17.833 012 18.295 021 18.868 041 18.122 018
SN 2006os 1080.65   21.178 173 18.954 014 18.060 010 18.384 017 19.459 026 18.401 012
SN 2006os 1084.61   21.552 293 19.389 017 18.156 010 18.319 017 19.916 034 18.685 016
SN 2006os 1087.59   21.816 395 19.646 020 18.223 012 18.271 017 20.231 037 18.847 016
SN 2006os 1091.59   22.044 281 20.071 029 18.416 012 18.272 014 20.600 067 19.123 020
SN 2006os 1096.56              20.424 052 18.773 017 18.523 029 20.679 088 19.434 041
SN 2006os 1105.59              20.596 065 19.174 021 19.126 025 21.343 199 19.793 050
SN 2006os 1108.60              20.806 028 19.346 014 19.272 028 21.445 115 19.895 030
SN 2006os 1121.60              20.905 050 19.690 022 19.790 048 21.904 154 20.210 041
SN 2006os 1128.56                         20.046 051 20.005 070            20.469 105
SN 2006ot 1065.66   18.804 029 17.916 012 17.938 012 18.213 017 18.120 017 17.884 014
SN 2006ot 1066.71   18.889 025 17.933 008 17.895 012 18.195 016 18.147 012 17.921 012
SN 2006ot 1069.57   19.137 038 18.089 012 17.891 014 18.155 017 18.265 017 18.001 014
SN 2006ot 1071.63   19.297 058 18.235 014 17.977 014 18.272 021 18.432 018 18.078 016
SN 2006ot 1073.68   19.490 079 18.385 017 18.036 014 18.291 021 18.563 029 18.150 017
SN 2006ot 1075.66   19.934 153 18.490 017 18.082 014 18.394 021 18.765 029 18.244 017
SN 2006ot 1079.68   20.485 112 18.830 017 18.276 012 18.528 021 19.108 025 18.458 017
SN 2006ot 1084.58   21.154 208 19.230 022 18.420 017 18.489 021 19.591 026 18.739 022
SN 2006ot 1091.63   21.744 211 19.912 030 18.717 020 18.639 022 20.238 049 19.260 025
SN 2006ot 1096.53              20.172 051 18.979 021 18.774 025 20.503 076 19.619 048
SN 2006ot 1099.57   21.883 465 20.430 076 19.110 029 18.966 029 20.766 140 19.675 056
SN 2006ot 1106.57              20.560 035 19.348 028 19.264 033 20.852 080 19.993 050
SN 2006ot 1112.65              20.741 050 19.480 029 19.471 049 20.963 076 20.037 049
