SN 2005hj 01 01 26 51.61 -01 16 32.78 17.153 011 15.821 009 15.345 009 15.197 009 16.184 008 15.522 007 14.540 007 14.291 007 13.958 008
SN 2005hj 02 01 26 47.87 -01 16 36.35 18.084 016 16.286 007 15.659 007 15.450 007 16.727 008 15.907 007 14.700 007 14.407 007 13.996 006
SN 2005hj 03 01 26 38.12 -01 12 08.18 19.757 064 17.068 007 15.730 009 14.990 009 17.752 012 16.315 008
SN 2005hj 04 01 26 53.82 -01 11 25.42 20.096 101 17.370 009 15.987 011 14.521 011 18.211 015 16.568 017 12.906 008 12.418 008 11.870 008
SN 2005hj 05 01 26 55.70 -01 15 04.82 17.673 011 16.534 007 16.140 007 16.014 007 16.855 008 16.288 007 15.391 007 15.179 006 14.875 009
SN 2005hj 06 01 26 58.24 -01 14 24.36 20.624 124 17.836 008 16.699 007 16.265 007 18.446 013 17.205 007 15.319 006 14.915 007 14.314 006
SN 2005hj 07 01 26 51.35 -01 13 09.98 19.066 035 17.542 007 16.919 007 16.657 007 17.974 009 17.173 007 15.880 008 15.562 011 15.092 016
SN 2005hj 08 01 26 32.44 -01 13 00.56 19.821 072 17.985 008 17.296 009 17.038 007 18.436 010 17.563 013
SN 2005hj 09 01 26 52.79 -01 16 51.41 20.643 124 18.574 008 17.694 007 17.360 016 19.083 014 18.072 011 16.474 011 16.136 018 15.588 016
SN 2005hj 10 01 26 38.81 -01 10 59.43 19.236 179 19.067 011 17.692 008 16.668 007 19.806 022 18.284 008
SN 2005hj 11 01 27 00.25 -01 10 32.40 20.230 110 18.829 008 18.227 008 18.005 008 19.245 015 18.469 011 17.230 024 16.978 032 16.525 045
SN 2005hj 12 01 26 41.61 -01 15 59.91 19.760 064 18.658 008 18.207 008 18.035 010 19.000 012 18.381 008
SN 2005hj 13 01 26 39.03 -01 12 59.66            19.561 013 18.301 025 17.761 010 20.194 030 18.863 012
SN 2005hj 14 01 26 36.98 -01 12 44.21 19.821 109 18.846 012 18.486 008 18.313 010 19.131 013 18.610 009
SN 2005hj 15 01 27 02.32 -01 17 06.26            20.074 019 18.697 009 17.049 007 20.995 061 19.276 031 15.225 008 14.711 007 14.114 007
SN 2005hj 16 01 26 47.07 -01 17 42.84            19.804 017 18.945 011 18.596 033 20.359 035 19.310 016 17.689 040 17.350 046 16.781 081
SN 2005hj 17 01 26 41.58 -01 15 39.76            20.413 050 18.903 012 17.256 014 21.420 095 19.561 023
SN 2005hj 18 01 26 43.35 -01 16 00.56            20.511 050 19.181 022 17.974 008 21.482 095 19.766 024 16.514 013 16.050 020 15.454 021
SN 2005hj 19 01 26 55.45 -01 13 21.51            20.706 038 19.312 026 17.903 008 21.605 107 19.933 030 16.304 010 15.850 010 15.320 011
SN 2005hj 20 01 26 46.85 -01 09 51.73                                                                   12.262 009 12.011 009 11.639 009
SN 2005hj 21 01 26 47.94 -01 13 03.58                                                                   17.515 025 17.081 025 16.446 030
SN 2005hj 22 01 26 49.72 -01 15 44.96                                                                   16.872 032 16.376 022 15.800 019
SN 2005hj 23 01 26 49.74 -01 19 11.10                                                                   15.322 009 15.091 009 14.744 013
SN 2005hj 24 01 27 10.09 -01 15 40.97                                                                   16.491 009 16.269 014 15.919 022
SN 2005hj 25 01 27 12.58 -01 11 49.81                                                                   17.441 027 17.036 028 16.473 037
SN 2005hj 26 01 26 49.33 -01 09 42.16                                                                   17.670 035 17.216 039 16.752 062
SN 2005hj 27 01 26 48.66 -01 16 55.16                                                                   17.566 040 17.136 055 16.483 046
SN 2005hj 28 01 27 13.57 -01 12 14.98                                                                   17.503 029 17.259 031 16.901 046
SN 2005hj 29 01 26 56.58 -01 10 59.59                                                                   17.424 030 16.927 040 16.356 038
SN 2005hj 20 01 27 13.53 -01 15 25.31                                                                   17.770 031 17.255 041 16.650 038
SN 2005hj 31 01 27 11.46 -01 17 09.96                                                                   17.775 066 17.354 040 16.759 057
SN 2005hj 32 01 26 45.46 -01 10 03.61                                                                   17.999 048 17.612 058 16.836 108
SN 2005ku 01 22 59 58.41 +00 01 58.33 15.087 016 13.973 015 13.541 015 13.400 015 14.286 011 13.709 014 12.732 012 12.479 014
SN 2005ku 02 22 59 57.99 -00 01 22.54 14.973 016 13.833 015 13.448 015 13.335 015 14.141 016 13.593 014 12.718 008 12.484 016
SN 2005ku 03 22 59 42.38 +00 02 00.38 14.133 016                                  13.192 016
SN 2005ku 04 22 59 50.57 +00 00 12.02 18.887 050 16.195 009 15.104 009 14.697 012 16.805 014 15.595 012 13.797 008 13.403 014
SN 2005ku 05 23 00 00.03 +00 00 01.87 19.772 103 16.924 015 15.532 015 14.735 015 17.712 016 16.179 014 13.565 008 13.116 017
