SN2005bo        27 12 49 52.24 -11 08 41.70 16     16.193     0.003     16.260     0.101 17     15.736     0.004     15.889     0.145 -9 -99999.    -9999.    -99999.    -9999.
SN2005cc        01 13 56 48.21 +41 50 10.89 36     15.879     0.002     15.834     0.064 33     15.502     0.002     15.557     0.104 25     15.373     0.004     15.474     0.168
SN2005cc        02 13 56 49.49 +41 53 58.14 33     15.916     0.002     15.946     0.069 33     15.593     0.003     15.657     0.110 26     15.483     0.005     15.442     0.160
SN2005cc        03 13 56 49.69 +41 48 29.70 36     15.294     0.001     15.265     0.043 32     14.978     0.002     14.966     0.060 26     14.877     0.003     15.169     0.128
SN2005cc        04 13 56 51.06 +41 53 04.25 36     13.614     0.002     13.590     0.022 32     13.206     0.002     13.200     0.022 28     13.096     0.002     13.111     0.032
SN2005cc        05 13 56 51.18 +41 47 42.68 36     16.099     0.002     16.202     0.080 30     15.499     0.002     15.378     0.086 25     15.250     0.004     15.324     0.146
SN2005cc        06 13 56 51.25 +41 52 32.44 36     16.779     0.002     16.678     0.136 31     16.177     0.004     16.308     0.200 26     15.921     0.006     15.609     0.195
SN2005cc        07 13 56 54.65 +41 48 11.75 36     15.054     0.001     15.047     0.035 33     14.441     0.002     14.505     0.046 27     14.228     0.002     14.197     0.058
SN2005cc        08 13 56 55.71 +41 48 53.10 36     14.551     0.001     14.515     0.029 33     13.991     0.002     13.967     0.027 27     13.845     0.002     13.694     0.039
SN2005cc        09 13 56 56.22 +41 50 16.82 36     15.465     0.001     15.416     0.046 33     14.889     0.002     14.933     0.060 26     14.631     0.003     14.578     0.080
SN2005cc        10 13 56 57.31 +41 51 04.35 36     14.838     0.001     14.846     0.032 33     14.323     0.002     14.282     0.038 27     14.137     0.002     14.193     0.059
SN2005cc        11 13 57 01.34 +41 47 34.77 36     16.152     0.002     16.248     0.085 32     15.650     0.002     15.755     0.116 24     15.287     0.004     15.296     0.149
SN2005cc        12 13 57 04.47 +41 51 15.17 36     15.487     0.003     15.589     0.046 33     15.204     0.004     15.339     0.087 27     15.095     0.005     15.183     0.140
SN2005cc        13 13 57 05.60 +41 47 00.67 36     14.186     0.002     14.227     0.026 33     13.637     0.002     13.682     0.023 26     13.351     0.002     13.425     0.033
SN2005cc        14 13 57 06.86 +41 51 25.98 36     14.805     0.002     14.797     0.033 34     14.219     0.002     14.246     0.037 29     14.110     0.002     14.208     0.058
SN2005cc        15 13 57 07.01 +41 52 43.69 36     15.775     0.002     15.871     0.066 32     15.326     0.002     15.277     0.075 27     15.223     0.004     15.145     0.131
SN2005cc        16 13 57 07.26 +41 48 21.19 36     13.799     0.001     13.845     0.023 33     13.202     0.002     13.219     0.026 25     12.976     0.002     13.032     0.027
SN2005cc        17 13 57 10.62 +41 51 09.41 36     13.348     0.002     13.323     0.021 34     13.068     0.002     13.057     0.022 30     12.976     0.002     12.984     0.026
SN2005cc        18 13 57 10.95 +41 51 02.21 36     13.006     0.002     12.987     0.021 34     12.439     0.002     12.405     0.021 30     12.317     0.001     12.288     0.022
SN2005cc        19 13 57 11.89 +41 51 38.16 35     16.140     0.002     16.062     0.070 33     15.592     0.002     15.790     0.124 29     15.277     0.004     15.339     0.158
SN2005cc        20 13 57 13.25 +41 52 51.45 36     16.347     0.002     16.395     0.106 31     15.741     0.003     15.719     0.123 26     15.596     0.005     15.541     0.182
SN2005cc        21 13 57 18.97 +41 52 57.85 34     14.699     0.001     14.703     0.030 32     14.305     0.002     14.291     0.038 -9 -99999.    -9999.    -99999.    -9999.
SN2005cc        22 13 57 20.29 +41 48 41.61 34     14.634     0.001     14.686     0.029 32     14.257     0.002     14.252     0.039 27     14.137     0.002     14.186     0.059
SN2005cc        23 13 57 22.11 +41 48 02.88 33     16.885     0.003     16.702     0.135 30     16.352     0.005     16.021     0.155 -9 -99999.    -9999.    -99999.    -9999.
SN2005cc        24 13 57 23.29 +41 53 11.71 34     15.975     0.002     15.930     0.067 31     15.347     0.002     15.305     0.086 24     15.179     0.004     15.234     0.142
SN2005cc        25 13 57 23.77 +41 52 03.26 34     15.819     0.002     15.879     0.065 30     15.274     0.002     15.306     0.087 24     15.161     0.004     15.188     0.134
SN2005cc        26 13 57 24.87 +41 50 22.52 32     16.789     0.003     16.767     0.146 27     16.205     0.004     16.199     0.192 22     16.054     0.009     15.666     0.207
SN2005cf        01 15 21 18.58 -07 26 55.68 27     14.950     0.002     14.888     0.039 28     14.373     0.002     14.387     0.048 17     14.240     0.003     14.210     0.078
SN2005cf        02 15 21 18.74 -07 28 35.31 28     14.628     0.002     14.582     0.032 29     14.143     0.002     14.205     0.046 17     13.993     0.003     13.969     0.056
SN2005cf        03 15 21 19.09 -07 25 19.25 27     16.280     0.003     16.290     0.100 30     15.554     0.003     15.497     0.101 20     15.372     0.005     15.624     0.250
SN2005cf        04 15 21 19.33 -07 29 49.82 12     16.443     0.008     16.405     0.128 15     15.796     0.008     15.987     0.163 09     15.574     0.012     15.625     0.242
SN2005cf        05 15 21 19.45 -07 23 33.24 27     15.349     0.003     15.307     0.059 27     14.800     0.003     14.792     0.058 19     14.641     0.003     14.740     0.104
SN2005cf        06 15 21 19.97 -07 28 42.21 28     16.695     0.003     16.677     0.151 29     16.054     0.004     15.988     0.164 17     15.727     0.007     15.528     0.215
SN2005cf        07 15 21 20.53 -07 24 03.42 30     14.814     0.002     14.880     0.037 30     14.321     0.003     14.229     0.051 21     14.217     0.002     14.202     0.066
SN2005cf        08 15 21 21.45 -07 27 28.72 31     12.924     0.002     12.909     0.022 31     12.391     0.002     12.394     0.023 19     12.254     0.002     12.267     0.019
SN2005cf        09 15 21 21.94 -07 24 02.50 30     16.645     0.003     16.634     0.143 31     15.898     0.003     16.120     0.175 19     15.738     0.006     15.586     0.237
SN2005cf        10 15 21 23.98 -07 24 53.62 29     16.550     0.003     16.508     0.122 31     15.854     0.004     15.863     0.139 18     15.600     0.006     15.372     0.181
SN2005cf        11 15 21 24.79 -07 24 46.04 32     13.900     0.002     13.807     0.026 32     13.190     0.002     13.167     0.027 22     13.022     0.002     13.046     0.031
SN2005cf        12 15 21 24.79 -07 26 43.81 31     15.926     0.002     15.853     0.066 33     15.229     0.002     15.202     0.073 20     15.015     0.004     14.802     0.114
SN2005cf        13 15 21 25.21 -07 27 45.46 32     15.430     0.002     15.397     0.054 32     14.850     0.002     14.786     0.057 20     14.559     0.003     14.709     0.103
