SN2005cf        Ia  PAIRITEL K_s 2005Jun03 53524.24 18517.689   352.082 14.33 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jun11 53532.23 25680.123   545.373 13.98 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jun13 53534.23 25937.243   361.387 13.97 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jun14 53535.22 23601.115   747.756 14.07 0.03
SN2005cf        Ia  PAIRITEL K_s 2005Jun15 53536.21 23869.460   420.422 14.06 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jun18 53539.21 22115.248   599.840 14.14 0.03
SN2005cf        Ia  PAIRITEL K_s 2005Jun30 53551.16 19928.648   356.256 14.25 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul02 53553.17 21600.844   346.431 14.16 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul04 53555.28 21770.950   335.564 14.16 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul05 53556.17 21998.634   419.918 14.14 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul06 53557.15 23283.902   232.855 14.08 0.01
SN2005cf        Ia  PAIRITEL K_s 2005Jul07 53558.15 23135.775   489.371 14.09 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul09 53560.16 22600.324   427.172 14.11 0.02
SN2005cf        Ia  PAIRITEL K_s 2005Jul12 53563.15 20619.512   366.969 14.21 0.02
SN2005ch        Ia  PAIRITEL J   2005Jun18 53539.15  1558.012    46.557 17.02 0.03
SN2005ch        Ia  PAIRITEL J   2005Jun19 53540.20  1420.377   101.167 17.12 0.08
SN2005ch        Ia  PAIRITEL J   2005Jun20 53541.17  1218.732   103.914 17.29 0.09
SN2005ch        Ia  PAIRITEL J   2005Jun22 53543.28   934.732    71.357 17.57 0.08
SN2005ch        Ia  PAIRITEL J   2005Jun27 53548.16   439.318    77.139 18.39 0.19
SN2005ch        Ia  PAIRITEL J   2005Jun28 53549.25   368.763    29.228 18.58 0.09
SN2005ch        Ia  PAIRITEL J   2005Jun29 53550.15   430.267    18.664 18.42 0.05
SN2005ch        Ia  PAIRITEL J   2005Jun30 53551.24   521.607    37.809 18.21 0.08
SN2005ch        Ia  PAIRITEL J   2005Jul05 53556.21   596.531    14.281 18.06 0.03
SN2005ch        Ia  PAIRITEL J   2005Jul06 53557.22   695.174   157.300 17.89 0.25
SN2005ch        Ia  PAIRITEL J   2005Jul07 53558.22   655.876    12.839 17.96 0.02
SN2005ch        Ia  PAIRITEL J   2005Jul09 53560.22   751.924    41.829 17.81 0.06
SN2005ch        Ia  PAIRITEL J   2005Jul12 53563.23   794.988    43.930 17.75 0.06
SN2005ch        Ia  PAIRITEL H   2005Jun18 53539.15  1719.320    81.290 16.91 0.05
SN2005ch        Ia  PAIRITEL H   2005Jun19 53540.20  1295.488   136.180 17.22 0.11
SN2005ch        Ia  PAIRITEL H   2005Jun20 53541.17  1123.819    97.007 17.37 0.09
SN2005ch        Ia  PAIRITEL H   2005Jun27 53548.16  1029.155   150.345 17.47 0.16
